UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
LARCENY,201730224,6/21/2020,510 GARTRELL ST SE,604,Old Fourth Ward,M,33.75302,-84.37083,,
LARCENY,201730301,6/21/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,,
BURGLARY,201730319,6/21/2020,945 MEMORIAL DR SE,606,Reynoldstown,N,33.74648,-84.35703,,
BURGLARY,201730326,6/21/2020,393 MARIETTA ST NW,508,Downtown,M,33.76369,-84.3971,,
LARCENY,201730328,6/21/2020,296 OLD WHEAT ST NE,604,Sweet Auburn,M,33.75606,-84.37774,,
AUTO THEFT,201730348,6/21/2020,791 WYLIE ST SE ,606,Reynoldstown,N,33.75251,-84.36156,,
AUTO THEFT,201730375,6/21/2020,1360 MILLER REED AVE SE,305,Chosewood Park,Y,33.71728,-84.37554,,
BURGLARY,201730380,6/21/2020,180 UNIVERSITY AVE,,Pittsburgh,V,33.72164,-84.39375,,
LARCENY,201730404,6/21/2020,360 MARIETTA ST NW @MBS LOT G,507,Downtown,M,33.76269,-84.39702,,
ROBBERY,201730418,6/21/2020,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737,,
AUTO THEFT,201730433,6/21/2020,2775 VINEYARDS DR SE,312,Rosedale Heights,Z,33.67935,-84.3708,,
AUTO THEFT,201730446,6/21/2020,2528 RIDGEWOOD RD NW,201,Ridgewood Heights,C,33.8242,-84.44973,,
BURGLARY,201730459,6/21/2020,914 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063,,
LARCENY,201730470,6/21/2020,2224 COLLINS RIDGE DR NW,103,Bolton,D,33.81521,-84.46443,,
LARCENY,201730478,6/21/2020,1244 TECHWOOD DR NW,501,Home Park,E,33.78868,-84.39239,,
ROBBERY,201730488,6/21/2020,409 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72232,-84.40135,,
LARCENY,201730531,6/21/2020,959 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78424,-84.41859,,
AUTO THEFT,201730546,6/21/2020,401 FLORIDA AVE SE,606,Ormewood Park,W,33.74321,-84.35075,,
BURGLARY,201730557,6/21/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,,
LARCENY,201730565,6/21/2020,3511 ROXBORO RD NE,210,Ridgedale Park,B,33.85053,-84.356,,
LARCENY,201730637,6/21/2020,888 JUNIPER ST NE,505,Midtown,E,33.77889,-84.3828,,
LARCENY,201730657,6/21/2020,639 MOROSGO DR,211,Lindbergh/Morosgo,B,33.82329,-84.36696,,
AUTO THEFT,201730659,6/21/2020,464 BISHOP ST NW,207,Loring Heights,E,33.79291,-84.40267,,
AUTO THEFT,201730671,6/21/2020,351 LELAND TER NE,610,Kirkwood,O,33.76339,-84.31327,,
AUTO THEFT,201730716,6/21/2020,2997 CAMPBELLTON RD SW,409,Southwest,R,33.6962,-84.48681,,
LARCENY,201730768,6/21/2020,537 PEACHTREE ST NE,509,Downtown,M,33.76915,-84.38491,,
BURGLARY,201730775,6/21/2020,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82269,-84.37114,,
AGG ASSAULT,201730817,6/21/2020,1071 PIEDMONT AVE NE,502,Midtown,E,33.78385,-84.37868,,
AUTO THEFT,201730841,6/21/2020,210 POWELL ST SE,606,Cabbagetown,N,33.74888,-84.36549,,
LARCENY,201730895,6/21/2020,1635 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71223,-84.4416,,
AGG ASSAULT,201730909,6/21/2020,530 E PACES FERRY RD NE,206,Buckhead Village,B,33.83873,-84.37044,,
LARCENY,201730916,6/21/2020,3160 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68593,-84.49685,,
LARCENY,201730928,6/21/2020,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82269,-84.37114,,
ROBBERY,201730936,6/21/2020,2779 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69729,-84.40943,,
AUTO THEFT,201730974,6/21/2020,2098 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70645,-84.45715,,
LARCENY,201731016,6/21/2020,3242 PEACHTREE RD NE ,208,Buckhead Forest,B,33.84806,-84.37372,,
BURGLARY,201731038,6/21/2020,174 W WIEUCA RD NE,209,East Chastain Park,B,33.8778,-84.38101,,
AUTO THEFT,201731071,6/21/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,,
LARCENY,201731116,6/21/2020,361 PHARR RD NE,206,Garden Hills,B,33.8366,-84.37554,,
LARCENY,201731135,6/21/2020,2331 BOLTON RD NW,103,Bolton,D,33.81909,-84.46179,,
LARCENY,201731280,6/21/2020,40 7TH ST NE,505,Midtown,E,33.7789,-84.38588,,
AGG ASSAULT,201720034,6/20/2020,410 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70531,-84.35852,,
BURGLARY,201720105,6/20/2020,29 PEACHTREE ST SW,511,Downtown,M,33.75366,-84.39047,,
LARCENY,201720137,6/20/2020,84 12TH ST NE,503,Midtown,E,33.78464,-84.38494,,
BURGLARY,201720143,6/20/2020,519 MEMORIAL DR SE,605,Grant Park,W,33.74665,-84.37046,,
AGG ASSAULT,201720196,6/20/2020,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574,,
LARCENY,201720246,6/20/2020,232 FORSYTH ST SW,512,Downtown,M,33.74852,-84.39636,,
AGG ASSAULT,201720254,6/20/2020,427 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75413,-84.37361,,
BURGLARY,201720262,6/20/2020,2260 MARIETTA BLVD NW,103,Bolton,D,33.8174,-84.44807,,
ROBBERY,201720294,6/20/2020,424 DECATUR ST SE,604,Sweet Auburn,M,33.75107,-84.37448,,
LARCENY,201720305,6/20/2020,164 CURRIER ST NE,509,Downtown,M,33.76563,-84.38235,,
AUTO THEFT,201720317,6/20/2020,855 OAK ST SW,401,West End,T,33.74104,-84.41574,,
BURGLARY,201720325,6/20/2020,393 MARIETTA ST NW,508,Downtown,M,33.76369,-84.3971,,
LARCENY,201720399,6/20/2020,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,,
LARCENY,201720412,6/20/2020,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,,
LARCENY,201720444,6/20/2020,24 DANIEL ST SE,604,Old Fourth Ward,M,33.75368,-84.3707,,
ROBBERY,201720447,6/20/2020,830 WOODROW ST SW,301,Oakland City,S,33.72364,-84.41516,,
LARCENY,201720450,6/20/2020,2138 PALIFOX DR NE,608,Lake Claire,N,33.76443,-84.31814,,
LARCENY,201720460,6/20/2020,547 HUNT ST NE,603,Old Fourth Ward,M,33.76965,-84.37467,,
BURGLARY,201720467,6/20/2020,1660 JOHNSON RD NW,106,Rockdale,G,33.78533,-84.43909,,
ROBBERY,201720485,6/20/2020,2350 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.8195,-84.35199,,
LARCENY,201720490,6/20/2020,248 OAKLAND AVE SE @OAKLAND CEMETARY,605,Grant Park,W,33.7478,-84.37498,,
ROBBERY,201720502,6/20/2020,234 MEMORIAL DR SW,512,Downtown,M,33.7465,-84.39536,,
AGG ASSAULT,201720504,6/20/2020,3186 EMPIRE BLVD,312,Glenrose Heights,Z,33.66801,-84.39284,,
BURGLARY,201720572,6/20/2020,1131 FAITH AVE SE,606,Ormewood Park,W,33.74316,-84.3503,,
AGG ASSAULT,201720584,6/20/2020,968 CONLEY RD SE,313,South River Gardens,Z,33.65011,-84.35753,,
LARCENY,201720661,6/20/2020,2640 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75381,-84.47425,,
LARCENY,201720664,6/20/2020,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316,,
LARCENY,201720670,6/20/2020,2275 MARIETTA BLVD NW,201,,C,33.81979,-84.45051,,
LARCENY,201720725,6/20/2020,3515 ZIP INDUSTRIAL BLVD SE,313,Blair Villa/Poole Creek,Z,33.65891,-84.38398,,
LARCENY,201720754,6/20/2020,3465 NORTHSIDE PKWY NW,202,Randall Mill,A,33.84958,-84.42962,,
AGG ASSAULT,201720757,6/20/2020,1192 PRYOR ST SW,304,Peoplestown,V,33.72175,-84.39264,,
LARCENY,201720771,6/20/2020,333 ANGIER AVE NE,603,Old Fourth Ward,M,33.76685,-84.37662,,
AUTO THEFT,201720773,6/20/2020,1570 MONROE DR NE,613,Piedmont Heights,F,33.79708,-84.36943,,
LARCENY,201720824,6/20/2020,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631,,
LARCENY,201720863,6/20/2020,265 PONCE DE LEON AVE NE,505,Midtown,E,33.7725,-84.37987,,
LARCENY,201720868,6/20/2020,1919 METROPOLITAN PKY,306,Sylvan Hills,X,33.70278,-84.41017,,
AUTO THEFT,201720869,6/20/2020,120 PEACHTREE CIR NE,502,Ansley Park,E,33.79251,-84.38407,,
AGG ASSAULT,201720969,6/20/2020,2614 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7756,-84.47257,,
LARCENY,201720999,6/20/2020,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076,,
AGG ASSAULT,201721055,6/20/2020,1238 PRYOR RD SW,304,Peoplestown,V,33.72139,-84.39284,,
LARCENY,201721063,6/20/2020,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.79333,-84.47416,,
LARCENY,201721064,6/20/2020,830 BOULEVARD SE,605,Grant Park,W,33.73182,-84.36795,,
LARCENY,201721109,6/20/2020,959 UNITED AVE SE @Multiple,607,State Facility,W,33.72458,-84.35633,,
AUTO THEFT,201721116,6/20/2020,870 WESTMORELAND CIR NW,110,West Highlands,G,33.78863,-84.45003,,
AGG ASSAULT,201721136,6/20/2020,960 JEFF ST NW,106,Bankhead,K,33.76693,-84.41901,,
LARCENY,201721165,6/20/2020,3300 PEACHTREE RD NE,208,North Buckhead,B,33.84496,-84.36936,,
LARCENY,201721297,6/20/2020,3101 PIEDMONT RD NE,211,Peachtree Park,B,33.84075,-84.36979,,
AGG ASSAULT,201721323,6/20/2020,375 LUCKIE ST NW,504,Downtown,M,33.76494,-84.39578,,
AGG ASSAULT,201721372,6/20/2020,835 DRUMMOND ST SW,101,Atlanta University Center,T,33.75293,-84.41489,,
AGG ASSAULT,201721383,6/20/2020,100 CANDLELIGHT LN SW,407,Baker Hills,H,33.75704,-84.51997,,
LARCENY,201721444,6/20/2020,CRESCENT AVE NE / 14TH ST NE,503,Midtown,E,33.78559,-84.38365,,
LARCENY,201721448,6/20/2020,1005 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80083,-84.42084,,
BURGLARY,201710914,6/20/2020,379 WILSON MILL RD SW,407,Fairburn Road/Wisteria Lane,H,33.75293,-84.51512,,
LARCENY,201690607,6/20/2020,3730 CARMIA DR SW,414,Princeton Lakes,P,33.65573,-84.5109,,
LARCENY,201660519,6/20/2020,120 PIEDMONT AVENUE,510,Downtown,M,33.75776,-84.38252,,
AUTO THEFT,201711275,6/20/2020,798 POOLE PL SW,401,West End,T,33.73897,-84.41387,,
LARCENY,201711336,6/19/2020,149 12TH ST NE,503,Midtown,E,33.78421,-84.38279,,
BURGLARY,201711344,6/19/2020,216 PONCE DE LEON AVE NE,505,Midtown,E,33.77267,-84.38008,,
LARCENY,201711366,6/19/2020,3350 MOUNT GILEAD RD SW,409,Southwest,R,33.6982,-84.49859,,
AGG ASSAULT,201710958,6/19/2020,3223 CAINS HILL PL NW,206,South Tuxedo Park,B,33.84132,-84.38017,,
AGG ASSAULT,201710984,6/19/2020,PIEDMONT AVE NE / MONROE DR NE,614,Midtown,E,33.77376,-84.3706,,
LARCENY,201711153,6/19/2020,480 PEACHTREE HILLS AVE NE,211,Peachtree Hills,B,33.81948,-84.37347,,
AGG ASSAULT,201711158,6/19/2020,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644,,
AGG ASSAULT,201711192,6/19/2020,103 LUCKIE ST NW,508,Downtown,M,33.75762,-84.38953,,
ROBBERY,201711196,6/19/2020,1717 CENTRA VILLA DR SW,409,Adams Park,R,33.70928,-84.45571,,
AUTO THEFT,201711254,6/19/2020,STONE RD SW / FAIRBURN RD SW,413,Deerwood,P,33.67565,-84.51208,,
AGG ASSAULT,201711259,6/19/2020,135 UNIVERSITY AVE,304,Peoplestown,V,33.72192,-84.39265,,
BURGLARY,201710053,6/19/2020,1806 PLYMOUTH RD NW,103,Hills Park,D,33.80489,-84.43814,,
AGG ASSAULT,201710063,6/19/2020,3 JOSEPH E LOWERY BLVD SW,102,Ashview Heights,T,33.75459,-84.41766,,
LARCENY,201710066,6/19/2020,474 CHAMBERLAIN ST SE,604,Sweet Auburn,M,33.75383,-84.3722,,
LARCENY,201710070,6/19/2020,870 MAYSON TURNER RD NW,102,Vine City,L,33.756,-84.41629,,
ROBBERY,201710092,6/19/2020,1675 MEMORIAL DR SE,610,Kirkwood,O,33.74716,-84.33286,,
BURGLARY,201710124,6/19/2020,2000 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81154,-84.35746,,
AGG ASSAULT,201710141,6/19/2020,464 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75448,-84.37234,,
AUTO THEFT,201710206,6/19/2020,2376 PERKERSON RD SW,309,Perkerson,X,33.68991,-84.41096,,
LARCENY,201710207,6/19/2020,1192 PRYOR RD,305,Peoplestown,V,33.72287,-84.3928,,
AUTO THEFT,201710214,6/19/2020,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68149,-84.36933,,
AUTO THEFT,201710217,6/19/2020,204 MOURY AVE SW,305,The Villages at Carver,Y,33.71678,-84.39291,,
AUTO THEFT,201710271,6/19/2020,450 STONEWALL ST SW,507,Castleberry Hill,M,33.74954,-84.40249,,
LARCENY,201710276,6/19/2020,3425 BROWNS MILL RD SE,312,Glenrose Heights,Z,33.66178,-84.38419,,
AUTO THEFT,201710306,6/19/2020,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.81948,-84.36425,,
ROBBERY,201710332,6/19/2020,1544 PIEDMONT AVE NE,613,Piedmont Heights,F,33.79668,-84.36951,,
AUTO THEFT,201710360,6/19/2020,400 FAIRBURN RD SW,407,Fairburn Mays,H,33.74366,-84.50936,,
AGG ASSAULT,201710369,6/19/2020,2423 MARTIN LUTHER KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,,
LARCENY,201710407,6/19/2020,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575,,
BURGLARY,201710427,6/19/2020,1999 PRYOR RD SW,307,Lakewood Heights,Y,33.70007,-84.39946,,
LARCENY,201710437,6/19/2020,2883 RENFRO DR NW,112,Collier Heights,I,33.76821,-84.47227,,
LARCENY,201710470,6/19/2020,2085 MARIETTA BLVD NW,204,Bolton,D,33.81177,-84.43842,,
AGG ASSAULT,201710477,6/19/2020,142 2ND AVE SE,611,East Lake,O,33.74856,-84.3095,,
LARCENY,201710545,6/19/2020,23 SPENCE AVE NE,611,East Lake,O,33.75221,-84.29581,,
LARCENY,201710554,6/19/2020,1465 HOWELL MILL RD NW,207,Berkeley Park,D,33.79501,-84.41465,,
ROBBERY,201710555,6/19/2020,213 FAIRBURN RD NW,111,Adamsville,H,33.76132,-84.50395,,
AUTO THEFT,201710593,6/19/2020,248 OAKLAND AVE SE ,605,Grant Park,W,33.74779,-84.37503,,
LARCENY,201710605,6/19/2020,55 PHARR RD NW,206,Peachtree Heights West,B,33.83726,-84.38393,,
LARCENY,201710623,6/19/2020,25 PEACHTREE ST SW,508,Downtown,M,33.75445,-84.38954,,
BURGLARY,201710635,6/19/2020,268 WESTMINSTER DR NE,502,Midtown,E,33.79392,-84.371,,
LARCENY,201710643,6/19/2020,225 CENTRAL AVE SW,512,Downtown,M,33.74833,-84.39183,,
LARCENY,201710671,6/19/2020,55 WADDELL ST NE,602,Inman Park,N,33.75548,-84.36286,,
LARCENY,201710720,6/19/2020,235 PEACHTREE ST NE @ATL GAS LIGHT TOWER,509,Downtown,M,33.76044,-84.38702,,
LARCENY,201710721,6/19/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116,,
LARCENY,201710772,6/19/2020,650 PONCE DE LEON AVE,614,Midtown,E,33.77469,-84.36561,,
AGG ASSAULT,201710797,6/19/2020,24 BOWEN AVE SE,305,South Atlanta,Y,33.70958,-84.38266,,
AUTO THEFT,201710876,6/19/2020,209 TRINITY AVE SW ,512,Downtown,M,33.75055,-84.39517,,
LARCENY,201710879,6/19/2020,220 PHARR RD NE @CALL BOX 13,206,Buckhead Village,B,33.83735,-84.38032,,
BURGLARY,201710880,6/19/2020,626 ENGLISH AVE NW,506,English Avenue,L,33.77174,-84.4137,,
LARCENY,201700676,6/18/2020,327 BUCKHEAD AVE NE,206,Buckhead Village,B,33.83796,-84.37688,,
LARCENY,201700713,6/18/2020,3450 ROXBORO RD NE,210,Buckhead Heights,B,33.84862,-84.354,,
LARCENY,201700733,6/18/2020,3669 POWERS FERRY RD NE,209,East Chastain Park,B,33.85641,-84.38288,,
AUTO THEFT,201700748,6/18/2020,380 CHAPPELL RD NW ,106,Grove Park,J,33.76588,-84.43255,,
AGG ASSAULT,201700760,6/18/2020,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75237,-84.48653,,
LARCENY,201700762,6/18/2020,275 BAKER ST NW,508,Downtown,M,33.76171,-84.39569,,
LARCENY,201700777,6/18/2020,3780 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65754,-84.51178,,
AGG ASSAULT,201700779,6/18/2020,30 ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75492,-84.39054,,
BURGLARY,201700845,6/18/2020,784 ARGONNE AVE NE,505,Midtown,E,33.77599,-84.37791,,
LARCENY,201700880,6/18/2020,834 HANK AARON DR SE,304,Summerhill,V,33.73206,-84.38764,,
ROBBERY,201700902,6/18/2020,1695 PRYOR RD SW,307,Betmar LaVilla,Y,33.70894,-84.39374,,
ROBBERY,201700911,6/18/2020,2572 LENOX RD NE,210,Pine Hills,B,33.82517,-84.35295,,
BURGLARY,201700922,6/18/2020,2597 BENJAMIN E MAYS DR SW,406,Audobon Forest,I,33.727,-84.4724,,
LARCENY,201700935,6/18/2020,1060 VICTORY DR SW,306,Sylvan Hills,X,33.70655,-84.42285,,
LARCENY,201700951,6/18/2020,2098 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70645,-84.45715,,
LARCENY,201700963,6/18/2020,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.37857,,
LARCENY,201700989,6/18/2020,1225 EUCLID AVE NE,608,Candler Park,N,33.76628,-84.34777,,
AUTO THEFT,201700999,6/18/2020,307 CHEROKEE AVE SE,605,Grant Park,W,33.74632,-84.37393,,
LARCENY,201701020,6/18/2020,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442,,
AGG ASSAULT,201701061,6/18/2020,274 ANDREW J HAIRSTON PL NW,102,Vine City,L,33.76216,-84.41409,,
HOMICIDE,201701073,6/18/2020,1117 LEE ST SW,402,Oakland City,S,33.72459,-84.42107,,
ROBBERY,201701081,6/18/2020,2143 PEACHTREE RD NE,207,,E,33.81262,-84.39195,,
LARCENY,201701092,6/18/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
HOMICIDE,201690968,6/18/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,,
ROBBERY,201691062,6/18/2020,855 HALL ST NW,109,Center Hill,J,33.7784,-84.46581,,
AGG ASSAULT,201700008,6/18/2020,2119 COLLEGE AVE,610,Kirkwood,O,33.76314,-84.31782,,
LARCENY,201700029,6/18/2020,4485 CAMPBELLTON RD SW,412,,P,33.69621,-84.53394,,
BURGLARY,201700040,6/18/2020,1101 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77374,-84.3514,,
LARCENY,201700067,6/18/2020,2328 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70439,-84.4634,,
AGG ASSAULT,201700089,6/18/2020,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,,
BURGLARY,201700094,6/18/2020,2085 MARIETTA BLVD NW,204,Bolton,D,33.81177,-84.43842,,
LARCENY,201700128,6/18/2020,200 TED TURNER DR SW,512,Castleberry Hill,M,33.7489,-84.39803,,
BURGLARY,201700140,6/18/2020,1001 PIEDMONT AVE NE,502,Midtown,E,33.78202,-84.38022,,
LARCENY,201700150,6/18/2020,1155 CUSTER AVE SE,607,Custer/McDonough/Guice,W,33.71492,-84.35055,,
AGG ASSAULT,201700164,6/18/2020,284 SUNSET AVE NW,102,Grove Park,J,33.77679,-84.45001,,
BURGLARY,201700195,6/18/2020,180 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72164,-84.39375,,
LARCENY,201700219,6/18/2020,345 CHAPPELL RD NW ,106,Bankhead,K,33.76416,-84.43224,,
AUTO THEFT,201700242,6/18/2020,2040 STANFIELD AVE NW,110,West Highlands,G,33.79744,-84.45341,,
AUTO THEFT,201700256,6/18/2020,1517 GILSTRAP LN NW,103,Hills Park,D,33.80833,-84.44907,,
AUTO THEFT,201700258,6/18/2020,3670 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.655,-84.50859,,
LARCENY,201700284,6/18/2020,4222 CONWAY VALLEY RD NW,202,Mt. Paran/Northside,A,33.86839,-84.42141,,
BURGLARY,201700323,6/18/2020,914 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063,,
BURGLARY,201700325,6/18/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,,
AUTO THEFT,201700341,6/18/2020,998 SIMS ST SW,302,Pittsburgh,V,33.72762,-84.40295,,
LARCENY,201700350,6/18/2020,87 LUCY ST SE,604,Sweet Auburn,M,33.75185,-84.37357,,
LARCENY,201700359,6/18/2020,1798 JOHNSON RD,110,Rockdale,G,33.78532,-84.44623,,
LARCENY,201700391,6/18/2020,25 PEACHTREE ST SE,510,Downtown,M,33.75445,-84.38954,,
LARCENY,201700446,6/18/2020,854 OAK ST SW,401,West End,T,33.74057,-84.41685,,
LARCENY,201700482,6/18/2020,575 FOUNDRY ST NW,102,Vine City,L,33.75933,-84.40609,,
LARCENY,201700573,6/18/2020,3338 PEACHTREE RD NE,208,North Buckhead,B,33.84861,-84.37164,,
LARCENY,201700578,6/18/2020,5112 ARBOR GATES DR NE,210,Pine Hills,B,33.8262,-84.35855,,
LARCENY,201700625,6/18/2020,52 ARMSTRONG ST SE,510,Downtown,M,33.75293,-84.38211,,
LARCENY,201700656,6/18/2020,77 12TH ST NE,503,Midtown,E,33.78424,-84.38496,,
AGG ASSAULT,201691203,6/18/2020,2486 CLAUDE ST NW,103,Riverside,D,33.81136,-84.46979,,
AUTO THEFT,201691249,6/17/2020,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417,,
LARCENY,201691138,6/17/2020,1134 CRESCENT AVE NE ,503,Midtown,E,33.78562,-84.38422,,
AGG ASSAULT,201691172,6/17/2020,2929 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48388,,
AUTO THEFT,201690997,6/17/2020,1185 COLLIER RD NW,204,,C,33.8111,-84.42413,,
LARCENY,201690999,6/17/2020,345 10TH ST NE,503,Midtown,E,33.7815,-84.37599,,
BURGLARY,201691018,6/17/2020,2716 HOSEA WILLIAMS DR NE,610,East Lake,O,33.75173,-84.29805,,
AUTO THEFT,201681083,6/17/2020,3379 STONE RD SW  ,414,,P,33.67304,-84.50104,,
AGG ASSAULT,201690617,6/17/2020,279 LAKEVIEW AVE NE,206,Peachtree Heights East,B,33.82421,-84.37882,,
AUTO THEFT,201690623,6/17/2020,1104 WELCH ST SW,302,Pittsburgh,V,33.72475,-84.40461,,
LARCENY,201690624,6/17/2020,350 PEEPLES ST SW,104,Harris Chiles,T,33.74504,-84.42039,,
AGG ASSAULT,201690626,6/17/2020,1043 SPARKS ST SW,402,Oakland City,S,33.72776,-84.4218,,
LARCENY,201690640,6/17/2020,2748 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.77724,-84.47679,,
LARCENY,201690699,6/17/2020,3150 ROSWELL RD NW,206,South Tuxedo Park,B,33.84097,-84.37929,,
LARCENY,201690735,6/17/2020,2331 PEACHTREE RD NE,211,Peachtree Hills,B,33.81831,-84.38853,,
LARCENY,201690741,6/17/2020,279 LAKEVIEW AVE NE,206,Peachtree Heights East,B,33.82421,-84.37882,,
AGG ASSAULT,201690749,6/17/2020,1214 KIPLING ST SE,308,Thomasville Heights,Z,33.69789,-84.35026,,
LARCENY,201690775,6/17/2020,2959 CAMPBELLTON RD SW,409,Southwest,R,33.69731,-84.48504,,
LARCENY,201690788,6/17/2020,1178 GARIBALDI ST SW,302,Pittsburgh,V,33.72258,-84.39915,,
LARCENY,201690810,6/17/2020,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974,,
LARCENY,201690828,6/17/2020,580 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71392,-84.36899,,
LARCENY,201690863,6/17/2020,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,,
LARCENY,201690875,6/17/2020,898 OAK ST SW,401,West End,T,33.74057,-84.41738,,
AGG ASSAULT,201690881,6/17/2020,1471 VENETIAN DR SW,403,Venetian Hills,S,33.71481,-84.43672,,
LARCENY,201690882,6/17/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,,
LARCENY,201690956,6/17/2020,3669 POWERS FERRY RD NE,209,East Chastain Park,B,33.85641,-84.38288,,
LARCENY,201690046,6/17/2020,410 14TH ST NW,501,Home Park,E,33.78589,-84.40047,,
LARCENY,201690050,6/17/2020,380 MARIETTA ST,508,Downtown,M,33.7632,-84.39637,,
LARCENY,201690095,6/17/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,,
LARCENY,201690108,6/17/2020,54 PEACHTREE PARK DR NE,207,,E,33.81296,-84.39083,,
LARCENY,201690109,6/17/2020,40 EIGHTH ST NE,503,Midtown,E,33.77954,-84.38569,,
AUTO THEFT,201690159,6/17/2020,390 W LAKE AVE NW,107,Grove Park,J,33.76561,-84.44109,,
LARCENY,201690170,6/17/2020,1492 PIEDMONT AVE NE @CLUB COLORS,613,Piedmont Heights,F,33.79592,-84.37025,,
ROBBERY,201690184,6/17/2020,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75274,-84.40069,,
AUTO THEFT,201690207,6/17/2020,21 BURBANK DR SW,105,Hunter Hills,K,33.75417,-84.42851,,
LARCENY,201690215,6/17/2020,2990 GRANDVIEW AVE,206,Garden Hills,B,33.8366,-84.37554,,
ROBBERY,201690236,6/17/2020,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602,,
LARCENY,201690248,6/17/2020,99 NORWOOD AVE NE,610,Kirkwood,O,33.75452,-84.32005,,
BURGLARY,201690294,6/17/2020,566 ROCKWELL ST SW,302,Pittsburgh,V,33.73171,-84.4062,,
AGG ASSAULT,201690308,6/17/2020,2410 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.72304,-84.46669,,
AUTO THEFT,201690329,6/17/2020,1089 SEABOARD AVE NW,204,Underwood Hills,D,33.80903,-84.42334,,
BURGLARY,201690335,6/17/2020,2435 CAMPBELLTON RD SW,409,Southwest,R,33.70418,-84.4669,,
LARCENY,201690336,6/17/2020,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75331,-84.47979,,
